Date,Team1,Score1,Team2,Score2,Total_Score,Odd_Even
2023-08-05,SSG,9,롯데,6,15,O
2023-08-05,키움,3,NC,4,7,O
2023-08-06,키움,7,NC,12,19,O
2023-08-06,SSG,0,롯데,1,1,O
2023-08-06,한화,4,KIA,4,8,E
2023-08-06,LG,7,삼성,4,11,O
2023-08-06,KT,3,두산,1,4,E
2023-08-08,한화,2,KT,7,9,O
2023-08-08,NC,2,SSG,0,2,E
2023-08-08,롯데,3,키움,1,4,E
2023-08-08,삼성,3,두산,5,8,E
2023-08-09,삼성,6,두산,4,10,E
2023-08-09,롯데,8,키움,10,18,E
2023-08-09,NC,1,SSG,2,3,O
2023-08-09,한화,6,KT,12,18,E
2023-08-09,LG,6,KIA,2,8,E
2023-08-10,롯데,12,키움,8,20,E
2023-08-11,키움,3,LG,5,8,E
2023-08-11,삼성,5,SSG,4,9,O
2023-08-11,NC,7,KT,3,10,E
2023-08-11,두산,11,한화,4,15,O
2023-08-11,KIA,1,롯데,7,8,E
2023-08-12,KIA,13,롯데,5,18,E
2023-08-12,두산,1,한화,6,7,O
2023-08-12,NC,3,KT,4,7,O
2023-08-12,삼성,2,SSG,3,5,O
2023-08-12,키움,4,LG,8,12,E
2023-08-13,키움,8,LG,17,25,O
2023-08-13,삼성,0,SSG,4,4,E
2023-08-13,NC,0,KT,4,4,E
2023-08-13,두산,3,한화,8,11,O
2023-08-13,KIA,1,롯데,6,7,O
2023-08-15,한화,3,NC,3,6,E
2023-08-15,SSG,6,롯데,10,16,E
2023-08-15,키움,9,KIA,6,15,O
2023-08-15,LG,5,삼성,6,11,O
2023-08-15,KT,1,두산,0,1,O
2023-08-16,한화,4,NC,3,7,O
2023-08-16,SSG,4,롯데,7,11,O
2023-08-16,키움,3,KIA,11,14,E
2023-08-16,LG,6,삼성,3,9,O
2023-08-16,KT,5,두산,2,7,O
2023-08-17,KT,9,두산,8,17,O
2023-08-17,LG,2,삼성,4,6,E
2023-08-17,키움,4,KIA,8,12,E
2023-08-17,SSG,4,롯데,15,19,O
2023-08-17,한화,9,NC,10,19,O
2023-08-18,KIA,2,삼성,12,14,E
2023-08-18,KT,6,한화,11,17,O
2023-08-18,LG,8,SSG,4,12,E
2023-08-18,롯데,4,키움,5,9,O
2023-08-19,롯데,2,키움,5,7,O
2023-08-19,NC,1,두산,4,5,O
2023-08-19,LG,11,SSG,2,13,O
2023-08-19,KT,5,한화,4,9,O
2023-08-19,KIA,6,삼성,5,11,O
2023-08-20,롯데,6,키움,7,13,O
2023-08-20,NC,12,두산,5,17,O
2023-08-20,LG,1,SSG,2,3,O
2023-08-20,KT,3,한화,0,3,O
2023-08-20,KIA,4,삼성,6,10,E
2023-08-22,삼성,5,한화,3,8,E
2023-08-22,KIA,4,KT,8,12,E
2023-08-22,두산,6,키움,1,7,O
2023-08-23,두산,11,키움,4,15,O
2023-08-24,KIA,7,KT,3,10,E
2023-08-24,NC,4,SSG,7,11,O
2023-08-24,두산,8,키움,6,14,E
2023-08-24,롯데,1,LG,3,4,E
2023-08-25,SSG,1,두산,10,11,O
2023-08-25,키움,7,삼성,4,11,O
2023-08-25,한화,1,KIA,4,5,O
2023-08-25,KT,3,롯데,1,4,E
2023-08-25,LG,1,NC,14,15,O
2023-08-26,LG,5,NC,7,12,E
2023-08-26,KT,8,롯데,6,14,E
2023-08-26,한화,4,KIA,12,16,E
2023-08-26,키움,5,삼성,6,11,O
2023-08-26,SSG,7,두산,5,12,E
2023-08-27,LG,3,NC,5,8,E
2023-08-27,KT,2,롯데,1,3,O
2023-08-27,한화,2,KIA,5,7,O
2023-08-27,키움,6,삼성,8,14,E
2023-08-27,SSG,8,두산,5,13,O
2023-08-30,키움,7,SSG,11,18,E
2023-08-31,두산,2,LG,3,5,O
2023-08-31,키움,8,SSG,3,11,O
2023-08-31,삼성,4,KT,6,10,E
2023-08-31,롯데,5,한화,2,7,O
2023-08-31,NC,3,KIA,13,16,E
2023-09-01,한화,0,LG,10,10,E
2023-09-01,KT,2,키움,6,8,E
2023-09-01,KIA,10,SSG,2,12,E
2023-09-01,NC,10,삼성,0,10,E
2023-09-02,한화,5,LG,3,8,E
2023-09-02,NC,5,삼성,1,6,E
2023-09-02,KIA,12,SSG,4,16,E
2023-09-02,KT,0,키움,3,3,O
2023-09-03,두산,2,롯데,0,2,E
2023-09-03,NC,1,삼성,6,7,O
2023-09-03,KIA,8,SSG,6,14,E
2023-09-03,KT,0,키움,7,7,O
2023-09-03,한화,5,LG,3,8,E
2023-09-05,키움,1,NC,2,3,O
2023-09-05,삼성,3,롯데,10,13,O
2023-09-05,SSG,11,한화,6,17,O
2023-09-05,LG,5,KT,4,9,O
2023-09-06,KIA,7,두산,1,8,E
2023-09-06,LG,3,KT,4,7,O
2023-09-06,SSG,5,한화,6,11,O
2023-09-06,삼성,7,롯데,2,9,O
2023-09-06,키움,2,NC,8,10,E
2023-09-07,키움,1,NC,6,7,O
2023-09-07,삼성,1,롯데,2,3,O
2023-09-07,SSG,3,한화,4,7,O
2023-09-07,LG,11,KT,4,15,O
2023-09-07,KIA,0,두산,3,3,O
2023-09-08,롯데,3,NC,4,7,O
2023-09-08,LG,12,KIA,2,14,E
2023-09-08,SSG,7,KT,16,23,O
2023-09-08,한화,6,키움,5,11,O
2023-09-08,삼성,7,두산,8,15,O
2023-09-09,삼성,5,두산,1,6,E
2023-09-09,한화,11,키움,2,13,O
2023-09-09,LG,6,KIA,7,13,O
2023-09-09,롯데,5,NC,2,7,O
2023-09-09,롯데,5,NC,6,11,O
2023-09-09,LG,7,KIA,12,19,O
2023-09-09,SSG,8,KT,8,16,E
2023-09-09,한화,3,키움,1,4,E
2023-09-09,삼성,0,두산,4,4,E
2023-09-10,롯데,1,NC,3,4,E
2023-09-10,LG,7,KIA,8,15,O
2023-09-10,SSG,6,KT,5,11,O
2023-09-10,한화,9,키움,8,17,O
2023-09-10,삼성,2,두산,8,10,E
2023-09-12,한화,3,두산,8,11,O
2023-09-12,KT,3,SSG,0,3,O
2023-09-12,KIA,9,삼성,10,19,O
2023-09-12,NC,4,롯데,3,7,O
2023-09-13,KT,6,NC,2,8,E
2023-09-13,롯데,3,KIA,1,4,E
2023-09-14,SSG,2,두산,3,5,O
2023-09-14,KT,4,삼성,10,14,E
2023-09-15,삼성,1,NC,8,9,O
2023-09-15,키움,4,롯데,5,9,O
2023-09-15,두산,8,KIA,6,14,E
2023-09-15,LG,4,한화,3,7,O
2023-09-16,SSG,4,LG,10,14,E
2023-09-17,두산,8,KIA,3,11,O
2023-09-17,롯데,7,삼성,4,11,O
2023-09-17,KT,7,한화,0,7,O
2023-09-17,SSG,3,LG,8,11,O
2023-09-17,SSG,5,LG,9,14,E
2023-09-17,KT,3,한화,1,4,E
2023-09-19,키움,6,롯데,3,9,O
2023-09-19,삼성,1,KT,7,8,E
2023-09-19,LG,4,KIA,3,7,O
2023-09-19,SSG,5,한화,3,8,E
2023-09-19,NC,2,두산,1,3,O
2023-09-21,두산,5,삼성,1,6,E
2023-09-21,KIA,8,한화,14,22,E
2023-09-21,롯데,0,KT,5,5,O
2023-09-21,LG,2,SSG,1,3,O
2023-09-21,NC,1,키움,5,6,E
2023-09-22,KT,1,KIA,2,3,O
2023-09-22,두산,3,삼성,1,4,E
2023-09-22,키움,11,한화,6,17,O
2023-09-22,롯데,5,SSG,2,7,O
2023-09-22,NC,5,LG,4,9,O
2023-09-23,한화,1,LG,3,4,E
2023-09-23,롯데,2,SSG,4,6,E
2023-09-23,KT,4,KIA,1,5,O
2023-09-23,두산,3,NC,1,4,E
2023-09-24,두산,5,NC,6,11,O
2023-09-24,KT,3,KIA,2,5,O
2023-09-24,롯데,8,SSG,1,9,O
2023-09-24,한화,1,LG,5,6,E
2023-09-26,KIA,6,NC,4,10,E
2023-09-27,삼성,11,한화,3,14,E
2023-09-27,KT,0,LG,4,4,E
2023-09-27,KIA,0,NC,7,7,O
2023-09-27,두산,7,SSG,7,14,E
2023-09-27,KT,0,LG,3,3,O
2023-09-27,두산,3,SSG,6,9,O
2023-09-27,삼성,0,한화,4,4,E
2023-09-27,KIA,6,NC,1,7,O
2023-09-28,KIA,3,NC,18,21,O
2023-09-28,한화,0,롯데,3,3,O
2023-09-28,SSG,2,키움,4,6,E
2023-09-28,삼성,11,LG,1,12,E
2023-09-29,LG,3,두산,4,7,O
2023-09-29,KIA,13,키움,5,18,E
2023-09-29,한화,1,롯데,9,10,E
2023-09-30,LG,1,두산,3,4,E
2023-09-30,KIA,3,SSG,4,7,O
2023-09-30,NC,1,삼성,3,4,E
2023-10-01,LG,7,두산,4,11,O
2023-10-01,KIA,5,SSG,6,11,O
2023-10-01,키움,3,KT,6,9,O
2023-10-01,NC,3,한화,4,7,O
2023-10-01,삼성,5,롯데,8,13,O
2023-10-03,삼성,4,롯데,10,14,E
2023-10-03,KIA,3,KT,1,4,E
2023-10-03,NC,7,SSG,9,16,E
2023-10-03,키움,6,두산,5,11,O
2023-10-04,KIA,10,KT,2,12,E
2023-10-04,한화,11,삼성,7,18,E
2023-10-04,KIA,2,KT,3,5,O
2023-10-04,NC,5,SSG,10,15,O
2023-10-04,LG,7,롯데,6,13,O
2023-10-05,LG,5,롯데,3,8,E
2023-10-05,NC,3,SSG,4,7,O
2023-10-05,KIA,3,KT,5,8,E
2023-10-05,한화,1,삼성,3,4,E
2023-10-06,삼성,6,KT,2,8,E
2023-10-06,한화,2,SSG,7,9,O
2023-10-06,KIA,3,LG,2,5,O
2023-10-07,롯데,6,두산,3,9,O
2023-10-07,LG,1,키움,7,8,E
2023-10-07,한화,0,KT,17,17,O
2023-10-07,SSG,2,NC,3,5,O
2023-10-08,SSG,10,NC,8,18,E
2023-10-08,삼성,1,KIA,2,3,O
2023-10-08,한화,2,KT,9,11,O
2023-10-08,롯데,1,두산,2,3,O
2023-10-10,한화,0,NC,2,2,E
2023-10-10,롯데,0,LG,7,7,O
2023-10-10,SSG,6,KIA,5,11,O
2023-10-10,두산,4,KT,5,9,O
2023-10-10,삼성,3,키움,5,8,E
2023-10-11,키움,0,KIA,11,11,O
2023-10-11,두산,3,롯데,14,17,O
2023-10-12,롯데,5,KIA,6,11,O
2023-10-12,NC,1,두산,11,12,E
2023-10-13,KIA,1,두산,3,4,E
2023-10-13,키움,2,SSG,3,5,O
2023-10-13,LG,4,NC,8,12,E
2023-10-14,롯데,0,한화,8,8,E
2023-10-14,SSG,3,삼성,5,8,E
2023-10-14,두산,3,LG,2,5,O
2023-10-15,두산,2,LG,5,7,O
2023-10-15,삼성,3,NC,5,8,E
2023-10-15,롯데,4,한화,7,11,O
2023-10-17,NC,1,KIA,7,8,E
2023-10-17,두산,0,SSG,5,5,O
2023-10-19,두산,9,NC,14,23,O
2023-10-22,NC,4,SSG,3,7,O
2023-10-25,SSG,6,NC,7,13,O
2023-10-31,NC,3,KT,2,5,O
2023-11-02,KT,3,NC,0,3,O
2023-11-03,KT,11,NC,2,13,O
2023-11-05,NC,2,KT,3,5,O
2023-11-07,KT,3,LG,2,5,O
2023-11-08,KT,4,LG,5,9,O
2023-11-10,LG,8,KT,7,15,O
2023-11-11,LG,15,KT,4,19,O
2024-03-23,한화,2,LG,8,10,E
2024-03-23,롯데,3,SSG,5,8,E
2024-03-23,삼성,6,KT,2,8,E
2024-03-23,키움,5,KIA,7,12,E
2024-03-23,두산,3,NC,4,7,O
2024-03-24,두산,6,NC,3,9,O
2024-03-24,삼성,11,KT,8,19,O
2024-03-24,롯데,6,SSG,7,13,O
2024-03-24,한화,8,LG,4,12,E
2024-03-26,키움,5,NC,10,15,O
2024-03-26,롯데,1,KIA,2,3,O
2024-03-26,두산,8,KT,5,13,O
2024-03-26,한화,6,SSG,0,6,E
2024-03-26,삼성,3,LG,4,7,O
2024-03-27,삼성,2,LG,2,4,E
2024-03-27,한화,3,SSG,1,4,E
2024-03-27,두산,11,KT,8,19,O
2024-03-27,롯데,2,KIA,8,10,E
2024-03-27,키움,2,NC,6,8,E
2024-03-28,두산,7,KT,8,15,O
2024-03-28,한화,10,SSG,6,16,E
2024-03-28,삼성,1,LG,18,19,O
2024-03-29,NC,1,롯데,3,4,E
2024-03-29,SSG,6,삼성,4,10,E
2024-03-29,KT,2,한화,3,5,O
2024-03-29,LG,3,키움,0,3,O
2024-03-29,KIA,4,두산,2,6,E
2024-03-30,KT,5,한화,8,13,O
2024-03-30,NC,8,롯데,0,8,E
2024-03-30,SSG,9,삼성,6,15,O
2024-03-30,LG,3,키움,8,11,O
2024-03-30,KIA,0,두산,8,8,E
2024-03-31,KIA,9,두산,3,12,E
2024-03-31,LG,4,키움,8,12,E
2024-03-31,KT,3,한화,14,17,O
2024-03-31,SSG,4,삼성,3,7,O
2024-03-31,NC,8,롯데,7,15,O
2024-04-02,NC,7,LG,5,12,E
2024-04-02,두산,6,SSG,13,19,O
2024-04-02,KIA,6,KT,10,16,E
2024-04-02,롯데,1,한화,0,1,O
2024-04-02,키움,8,삼성,3,11,O
2024-04-03,KIA,5,KT,1,6,E
2024-04-03,두산,3,SSG,5,8,E
2024-04-03,NC,0,LG,5,5,O
2024-04-04,NC,7,LG,8,15,O
2024-04-04,두산,2,SSG,3,5,O
2024-04-04,KIA,6,KT,3,9,O
2024-04-04,롯데,5,한화,6,11,O
2024-04-04,키움,10,삼성,1,11,O
2024-04-05,SSG,0,NC,5,5,O
2024-04-05,두산,4,롯데,3,7,O
2024-04-05,삼성,2,KIA,5,7,O
2024-04-05,한화,7,키움,11,18,E
2024-04-05,KT,8,LG,7,15,O
2024-04-06,KT,4,LG,8,12,E
2024-04-06,한화,6,키움,7,13,O
2024-04-06,삼성,7,KIA,4,11,O
2024-04-06,두산,1,롯데,8,9,O
2024-04-06,SSG,3,NC,16,19,O
2024-04-07,SSG,1,NC,10,11,O
2024-04-07,두산,6,롯데,7,13,O
2024-04-07,삼성,7,KIA,3,10,E
2024-04-07,한화,3,키움,4,7,O
2024-04-07,KT,7,LG,16,23,O
2024-04-09,KT,6,NC,1,7,O
2024-04-09,삼성,8,롯데,1,9,O
2024-04-09,LG,2,KIA,7,9,O
2024-04-09,키움,5,SSG,8,13,O
2024-04-09,한화,3,두산,5,8,E
2024-04-10,한화,4,두산,7,11,O
2024-04-10,키움,4,SSG,8,12,E
2024-04-10,LG,4,KIA,5,9,O
2024-04-10,삼성,10,롯데,7,17,O
2024-04-10,KT,2,NC,3,5,O
2024-04-11,KT,7,NC,8,15,O
2024-04-11,삼성,4,롯데,0,4,E
2024-04-11,LG,4,KIA,8,12,E
2024-04-11,키움,5,SSG,2,7,O
2024-04-11,한화,3,두산,0,3,O
2024-04-12,NC,8,삼성,3,11,O
2024-04-12,KIA,8,한화,4,12,E
2024-04-12,SSG,3,KT,8,11,O
2024-04-12,롯데,4,키움,9,13,O
2024-04-12,LG,2,두산,1,3,O
2024-04-13,KIA,11,한화,9,20,E
2024-04-13,LG,2,두산,5,7,O
2024-04-13,롯데,1,키움,8,9,O
2024-04-13,SSG,11,KT,8,19,O
2024-04-13,NC,4,삼성,3,7,O
2024-04-14,NC,5,삼성,12,17,O
2024-04-14,KIA,5,한화,2,7,O
2024-04-14,SSG,8,KT,1,9,O
2024-04-14,롯데,5,키움,7,12,E
2024-04-14,LG,5,두산,9,14,E
2024-04-16,한화,7,NC,4,11,O
2024-04-16,두산,5,삼성,7,12,E
2024-04-16,KIA,4,SSG,6,10,E
2024-04-16,KT,3,키움,6,9,O
2024-04-16,롯데,2,LG,7,9,O
2024-04-17,롯데,5,LG,6,11,O
2024-04-17,KT,6,키움,4,10,E
2024-04-17,KIA,11,SSG,3,14,E
2024-04-17,두산,2,삼성,9,11,O
2024-04-17,한화,3,NC,4,7,O
2024-04-18,두산,2,삼성,5,7,O
2024-04-18,KIA,5,SSG,7,12,E
2024-04-18,KT,3,키움,0,3,O
2024-04-18,롯데,9,LG,2,11,O
2024-04-19,KT,3,롯데,4,7,O
2024-04-19,NC,3,KIA,4,7,O
2024-04-19,삼성,1,한화,6,7,O
2024-04-19,LG,4,SSG,1,5,O
2024-04-19,키움,8,두산,19,27,O
2024-04-20,삼성,1,한화,0,1,O
2024-04-20,NC,2,KIA,9,11,O
2024-04-21,KT,9,롯데,9,18,E
2024-04-21,NC,15,KIA,4,19,O
2024-04-21,삼성,5,한화,3,8,E
2024-04-21,LG,10,SSG,8,18,E
2024-04-21,키움,8,두산,4,12,E
2024-04-21,KT,5,롯데,7,12,E
2024-04-21,LG,5,SSG,5,10,E
2024-04-21,키움,1,두산,2,3,O
2024-04-23,LG,3,삼성,7,10,E
2024-04-23,한화,6,KT,9,15,O
2024-04-23,KIA,5,키움,2,7,O
2024-04-23,NC,3,두산,4,7,O
2024-04-24,NC,3,두산,1,4,E
2024-04-24,KIA,6,키움,4,10,E
2024-04-24,한화,1,KT,7,8,E
2024-04-24,LG,0,삼성,6,6,E
2024-04-24,SSG,12,롯데,7,19,O
2024-04-25,SSG,3,롯데,6,9,O
2024-04-25,LG,8,삼성,2,10,E
2024-04-25,한화,0,KT,9,9,O
2024-04-25,KIA,13,키움,2,15,O
2024-04-25,NC,3,두산,7,10,E
2024-04-26,롯데,0,NC,4,4,E
2024-04-26,두산,10,한화,5,15,O
2024-04-26,KT,2,SSG,5,7,O
2024-04-26,삼성,3,키움,0,3,O
2024-04-26,KIA,6,LG,7,13,O
2024-04-27,KIA,3,LG,6,9,O
2024-04-27,삼성,11,키움,0,11,O
2024-04-27,KT,5,SSG,2,7,O
2024-04-27,두산,5,한화,10,15,O
2024-04-27,롯데,0,NC,2,2,E
2024-04-28,롯데,3,NC,5,8,E
2024-04-28,두산,17,한화,8,25,O
2024-04-28,KT,6,SSG,11,17,O
2024-04-28,삼성,11,키움,6,17,O
2024-04-28,KIA,10,LG,7,17,O
2024-04-30,삼성,0,두산,4,4,E
2024-04-30,SSG,2,한화,8,10,E
2024-04-30,KT,11,KIA,4,15,O
2024-04-30,키움,9,롯데,7,16,E
2024-04-30,LG,0,NC,8,8,E
2024-05-01,삼성,9,두산,2,11,O
2024-05-01,SSG,8,한화,7,15,O
2024-05-01,KT,1,KIA,9,10,E
2024-05-01,키움,6,롯데,3,9,O
2024-05-01,LG,10,NC,1,11,O
2024-05-02,LG,5,NC,4,9,O
2024-05-02,키움,5,롯데,6,11,O
2024-05-02,KT,12,KIA,5,17,O
2024-05-02,SSG,4,한화,3,7,O
2024-05-02,삼성,4,두산,2,6,E
2024-05-03,한화,4,KIA,2,6,E
2024-05-03,롯데,8,삼성,7,15,O
2024-05-03,키움,1,KT,2,3,O
2024-05-03,NC,19,SSG,5,24,E
2024-05-03,두산,6,LG,4,10,E
2024-05-04,두산,3,LG,2,5,O
2024-05-04,한화,2,KIA,10,12,E
2024-05-04,롯데,9,삼성,2,11,O
2024-05-04,키움,2,KT,6,8,E
2024-05-04,NC,8,SSG,6,14,E
2024-05-07,두산,13,키움,4,17,O
2024-05-07,SSG,4,LG,2,6,E
2024-05-08,한화,1,롯데,6,7,O
2024-05-08,KIA,4,삼성,2,6,E
2024-05-08,NC,6,KT,7,13,O
2024-05-08,두산,6,키움,1,7,O
2024-05-08,SSG,5,LG,8,13,O
2024-05-09,SSG,1,LG,3,4,E
2024-05-09,두산,5,키움,2,7,O
2024-05-09,NC,2,KT,6,8,E
2024-05-09,KIA,2,삼성,5,7,O
2024-05-09,한화,5,롯데,18,23,O
2024-05-10,삼성,3,NC,10,13,O
2024-05-10,LG,9,롯데,1,10,E
2024-05-10,SSG,4,KIA,2,6,E
2024-05-10,키움,4,한화,5,9,O
2024-05-10,KT,3,두산,7,10,E
2024-05-11,키움,7,한화,1,8,E
2024-05-11,LG,2,롯데,1,3,O
2024-05-11,삼성,3,NC,2,5,O
2024-05-12,삼성,7,NC,2,9,O
2024-05-12,LG,6,롯데,4,10,E
2024-05-12,SSG,2,KIA,3,5,O
2024-05-12,키움,3,한화,8,11,O
2024-05-12,KT,4,두산,12,16,E
2024-05-12,KT,4,두산,8,12,E
2024-05-12,SSG,10,KIA,6,16,E
2024-05-14,두산,8,KIA,5,13,O
2024-05-14,NC,5,한화,5,10,E
2024-05-14,롯데,4,KT,7,11,O
2024-05-14,삼성,2,SSG,9,11,O
2024-05-14,키움,5,LG,0,5,O
2024-05-15,NC,16,한화,1,17,O
2024-05-15,두산,4,KIA,8,12,E
2024-05-16,두산,7,KIA,7,14,E
2024-05-16,NC,4,한화,3,7,O
2024-05-16,롯데,2,KT,0,2,E
2024-05-16,삼성,12,SSG,4,16,E
2024-05-16,키움,6,LG,5,11,O
2024-05-17,롯데,5,두산,1,6,E
2024-05-17,SSG,5,키움,4,9,O
2024-05-17,LG,13,KT,5,18,E
2024-05-17,한화,5,삼성,7,12,E
2024-05-17,KIA,7,NC,4,11,O
2024-05-18,KIA,7,NC,2,9,O
2024-05-18,한화,8,삼성,9,17,O
2024-05-18,LG,7,KT,6,13,O
2024-05-18,SSG,3,키움,0,3,O
2024-05-18,롯데,3,두산,8,11,O
2024-05-19,롯데,3,두산,3,6,E
2024-05-19,SSG,3,키움,10,13,O
2024-05-19,LG,4,KT,10,14,E
2024-05-19,한화,12,삼성,2,14,E
2024-05-19,KIA,2,NC,1,3,O
2024-05-21,KIA,1,롯데,6,7,O
2024-05-21,KT,8,삼성,5,13,O
2024-05-21,LG,4,한화,8,12,E
2024-05-21,NC,5,키움,3,8,E
2024-05-21,SSG,6,두산,8,14,E
2024-05-22,SSG,1,두산,3,4,E
2024-05-22,NC,4,키움,3,7,O
2024-05-22,LG,5,한화,7,12,E
2024-05-22,KT,1,삼성,3,4,E
2024-05-22,KIA,2,롯데,4,6,E
2024-05-23,KIA,6,롯데,10,16,E
2024-05-23,KT,9,삼성,2,11,O
2024-05-23,LG,8,한화,4,12,E
2024-05-23,NC,4,키움,6,10,E
2024-05-23,SSG,3,두산,10,13,O
2024-05-24,삼성,11,롯데,5,16,E
2024-05-24,두산,7,KIA,5,12,E
2024-05-24,키움,4,KT,5,9,O
2024-05-24,한화,7,SSG,5,12,E
2024-05-24,NC,4,LG,11,15,O
2024-05-25,NC,6,LG,10,16,E
2024-05-25,두산,2,KIA,6,8,E
2024-05-25,한화,4,SSG,2,6,E
2024-05-25,키움,2,KT,5,7,O
2024-05-25,삼성,6,롯데,7,13,O
2024-05-26,삼성,1,롯데,9,10,E
2024-05-26,두산,2,KIA,5,7,O
2024-05-26,NC,3,LG,6,9,O
2024-05-28,KIA,11,NC,8,19,O
2024-05-28,키움,4,삼성,3,7,O
2024-05-28,롯데,3,한화,12,15,O
2024-05-28,LG,7,SSG,5,12,E
2024-05-28,KT,12,두산,3,15,O
2024-05-29,KT,6,두산,12,18,E
2024-05-29,LG,13,SSG,4,17,O
2024-05-29,롯데,0,한화,3,3,O
2024-05-29,키움,11,삼성,5,16,E
2024-05-29,KIA,6,NC,3,9,O
2024-05-30,KIA,11,NC,2,13,O
2024-05-30,키움,2,삼성,4,6,E
2024-05-30,롯데,0,한화,15,15,O
2024-05-30,LG,2,SSG,8,10,E
2024-05-30,KT,1,두산,6,7,O
2024-05-31,LG,6,두산,3,9,O
2024-05-31,SSG,4,키움,2,6,E
2024-05-31,한화,6,삼성,8,14,E
2024-05-31,KT,8,KIA,5,13,O
2024-05-31,NC,5,롯데,13,18,E
2024-06-01,LG,8,두산,5,13,O
2024-06-01,SSG,9,키움,0,9,O
2024-06-01,한화,4,삼성,6,10,E
2024-06-01,KT,2,KIA,4,6,E
2024-06-01,NC,4,롯데,2,6,E
2024-06-02,LG,9,두산,1,10,E
2024-06-02,SSG,6,키움,2,8,E
2024-06-02,NC,4,롯데,13,17,O
2024-06-02,KT,11,KIA,3,14,E
2024-06-02,한화,0,삼성,1,1,O
2024-06-04,키움,11,LG,3,14,E
2024-06-04,삼성,3,SSG,1,4,E
2024-06-04,한화,8,KT,2,10,E
2024-06-04,롯데,6,KIA,0,6,E
2024-06-04,두산,4,NC,1,5,O
2024-06-05,두산,4,NC,3,7,O
2024-06-05,롯데,9,KIA,3,12,E
2024-06-05,한화,12,KT,2,14,E
2024-06-05,삼성,3,SSG,7,10,E
2024-06-05,키움,2,LG,4,6,E
2024-06-06,삼성,0,SSG,4,4,E
2024-06-06,롯데,4,KIA,5,9,O
2024-06-06,키움,4,LG,8,12,E
2024-06-06,한화,6,KT,0,6,E
2024-06-06,두산,8,NC,4,12,E
2024-06-07,SSG,7,롯데,11,18,E
2024-06-07,NC,6,한화,2,8,E
2024-06-07,LG,8,KT,7,15,O
2024-06-07,삼성,5,키움,7,12,E
2024-06-07,KIA,5,두산,6,11,O
2024-06-08,NC,4,한화,2,6,E
2024-06-08,LG,8,KT,2,10,E
2024-06-08,삼성,3,키움,10,13,O
2024-06-08,KIA,8,두산,9,17,O
2024-06-09,삼성,7,키움,1,8,E
2024-06-09,SSG,5,롯데,1,6,E
2024-06-09,SSG,3,롯데,5,8,E
2024-06-09,NC,3,한화,3,6,E
2024-06-09,LG,2,KT,11,13,O
2024-06-09,KIA,8,두산,2,10,E
2024-06-11,KT,6,NC,8,14,E
2024-06-11,키움,5,롯데,2,7,O
2024-06-11,LG,4,삼성,6,10,E
2024-06-11,KIA,6,SSG,7,13,O
2024-06-11,한화,6,두산,1,7,O
2024-06-12,한화,4,두산,3,7,O
2024-06-12,KIA,13,SSG,7,20,E
2024-06-12,LG,4,삼성,5,9,O
2024-06-12,키움,2,롯데,9,11,O
2024-06-12,KT,11,NC,8,19,O
2024-06-13,KT,3,NC,5,8,E
2024-06-13,키움,10,롯데,18,28,E
2024-06-13,LG,3,삼성,6,9,O
2024-06-13,KIA,1,SSG,7,8,E
2024-06-13,한화,6,두산,9,15,O
2024-06-14,롯데,3,LG,5,8,E
2024-06-14,두산,6,키움,4,10,E
2024-06-14,KIA,11,KT,1,12,E
2024-06-14,SSG,11,한화,4,15,O
2024-06-14,삼성,7,NC,4,11,O
2024-06-15,삼성,4,NC,6,10,E
2024-06-15,SSG,9,한화,1,10,E
2024-06-15,KIA,2,KT,1,3,O
2024-06-15,두산,4,키움,1,5,O
2024-06-15,롯데,9,LG,8,17,O
2024-06-16,두산,2,키움,8,10,E
2024-06-16,삼성,4,NC,5,9,O
2024-06-16,SSG,1,한화,4,5,O
2024-06-16,KIA,3,KT,1,4,E
2024-06-16,롯데,8,LG,9,17,O
2024-06-18,NC,2,두산,6,8,E
2024-06-18,롯데,4,KT,6,10,E
2024-06-18,키움,0,한화,3,3,O
2024-06-18,SSG,8,삼성,3,11,O
2024-06-18,LG,4,KIA,11,15,O
2024-06-19,LG,7,KIA,5,12,E
2024-06-19,SSG,2,삼성,13,15,O
2024-06-19,키움,11,한화,14,25,O
2024-06-19,롯데,13,KT,5,18,E
2024-06-19,NC,7,두산,5,12,E
2024-06-20,LG,5,KIA,6,11,O
2024-06-20,SSG,0,삼성,4,4,E
2024-06-20,키움,7,한화,0,7,O
2024-06-20,롯데,6,KT,7,13,O
2024-06-20,NC,0,두산,2,2,E
2024-06-21,KT,3,LG,2,5,O
2024-06-21,롯데,2,키움,5,7,O
2024-06-21,NC,3,SSG,2,5,O
2024-06-21,두산,4,삼성,7,11,O
2024-06-21,한화,3,KIA,8,11,O
2024-06-22,NC,4,SSG,12,16,E
2024-06-22,롯데,6,키움,1,7,O
2024-06-23,롯데,10,키움,2,12,E
2024-06-23,한화,9,KIA,8,17,O
2024-06-23,두산,4,삼성,7,11,O
2024-06-23,KT,2,LG,7,9,O
2024-06-23,한화,1,KIA,4,5,O
2024-06-23,두산,4,삼성,10,14,E
2024-06-23,NC,18,SSG,6,24,E
2024-06-23,KT,4,LG,3,7,O
2024-06-25,삼성,0,LG,4,4,E
2024-06-25,NC,5,키움,6,11,O
2024-06-25,KT,6,SSG,1,7,O
