Date,Team1,Score1,Team2,Score2,Total_Score,Odd_Even
2020-05-26,SK,4,두산,6,10,E
2020-05-26,KIA,4,KT,1,5,O
2020-05-26,LG,3,한화,0,3,O
2020-05-26,삼성,0,롯데,1,1,O
2020-05-26,키움,2,NC,7,9,O
2020-05-27,키움,3,NC,10,13,O
2020-05-27,삼성,11,롯데,1,12,E
2020-05-27,LG,15,한화,4,19,O
2020-05-27,KIA,0,KT,5,5,O
2020-05-27,SK,2,두산,4,6,E
2020-05-28,키움,6,NC,9,15,O
2020-05-28,삼성,3,롯데,1,4,E
2020-05-28,LG,3,한화,0,3,O
2020-05-28,KIA,5,KT,6,11,O
2020-05-28,SK,6,두산,1,7,O
2020-05-29,LG,6,KIA,2,8,E
2020-05-29,NC,4,삼성,5,9,O
2020-05-29,한화,6,SK,8,14,E
2020-05-29,KT,1,키움,5,6,E
2020-05-29,롯데,2,두산,4,6,E
2020-05-30,LG,6,KIA,10,16,E
2020-05-30,NC,1,삼성,9,10,E
2020-05-30,한화,3,SK,9,12,E
2020-05-30,KT,3,키움,14,17,O
2020-05-30,롯데,4,두산,5,9,O
2020-05-31,롯데,8,두산,3,11,O
2020-05-31,KT,12,키움,8,20,E
2020-05-31,한화,4,SK,6,10,E
2020-05-31,NC,18,삼성,7,25,O
2020-05-31,LG,13,KIA,5,18,E
2020-06-02,삼성,2,LG,0,2,E
2020-06-02,두산,11,KT,8,19,O
2020-06-02,키움,15,한화,3,18,E
2020-06-02,롯데,2,KIA,7,9,O
2020-06-02,SK,8,NC,2,10,E
2020-06-03,SK,6,NC,8,14,E
2020-06-03,롯데,2,KIA,11,13,O
2020-06-03,키움,6,한화,2,8,E
2020-06-03,두산,2,KT,7,9,O
2020-06-03,삼성,12,LG,6,18,E
2020-06-04,삼성,0,LG,11,11,O
2020-06-04,두산,14,KT,8,22,E
2020-06-04,키움,7,한화,3,10,E
2020-06-04,롯데,3,KIA,7,10,E
2020-06-04,SK,0,NC,10,10,E
2020-06-05,KT,4,롯데,6,10,E
2020-06-05,NC,13,한화,2,15,O
2020-06-05,삼성,1,SK,4,5,O
2020-06-05,LG,3,키움,6,9,O
2020-06-05,KIA,1,두산,5,6,E
2020-06-06,KIA,3,두산,4,7,O
2020-06-06,NC,14,한화,2,16,E
2020-06-06,LG,4,키움,5,9,O
2020-06-06,삼성,4,SK,6,10,E
2020-06-06,KT,0,롯데,1,1,O
2020-06-07,KT,2,롯데,5,7,O
2020-06-07,NC,8,한화,2,10,E
2020-06-07,삼성,3,SK,0,3,O
2020-06-07,LG,8,키움,1,9,O
2020-06-07,KIA,2,두산,3,5,O
2020-06-09,두산,8,NC,12,20,E
2020-06-09,한화,3,롯데,9,12,E
2020-06-09,키움,5,삼성,3,8,E
2020-06-09,KIA,3,KT,2,5,O
2020-06-09,SK,5,LG,3,8,E
2020-06-10,KIA,10,KT,0,10,E
2020-06-10,키움,1,삼성,4,5,O
2020-06-10,한화,2,롯데,12,14,E
2020-06-10,두산,9,NC,1,10,E
2020-06-11,SK,1,LG,3,4,E
2020-06-11,SK,3,LG,4,7,O
2020-06-11,KIA,8,KT,13,21,O
2020-06-11,키움,3,삼성,6,9,O
2020-06-11,한화,0,롯데,5,5,O
2020-06-11,두산,5,NC,7,12,E
2020-06-12,키움,3,NC,2,5,O
2020-06-12,두산,5,한화,2,7,O
2020-06-12,KIA,6,SK,3,9,O
2020-06-12,롯데,2,LG,3,5,O
2020-06-13,KT,3,삼성,5,8,E
2020-06-13,키움,18,NC,5,23,O
2020-06-13,KT,7,삼성,4,11,O
2020-06-13,두산,6,한화,7,13,O
2020-06-13,KIA,2,SK,1,3,O
2020-06-13,롯데,7,LG,6,13,O
2020-06-14,롯데,6,LG,10,16,E
2020-06-14,KIA,3,SK,4,7,O
2020-06-14,두산,2,한화,3,5,O
2020-06-14,KT,0,삼성,12,12,E
2020-06-14,키움,5,NC,9,14,E
2020-06-16,NC,4,KIA,7,11,O
2020-06-16,LG,9,한화,5,14,E
2020-06-16,KT,6,SK,5,11,O
2020-06-16,롯데,7,키움,5,12,E
2020-06-16,삼성,4,두산,3,7,O
2020-06-17,삼성,6,두산,3,9,O
2020-06-17,롯데,3,키움,4,7,O
2020-06-17,KT,6,SK,4,10,E
2020-06-17,LG,7,한화,1,8,E
2020-06-17,NC,6,KIA,7,13,O
2020-06-18,LG,9,한화,7,16,E
2020-06-18,KT,5,SK,3,8,E
2020-06-18,롯데,2,키움,3,5,O
2020-06-18,삼성,3,두산,7,10,E
2020-06-19,두산,18,LG,10,28,E
2020-06-19,SK,1,키움,2,3,O
2020-06-19,롯데,8,KT,9,17,O
2020-06-19,삼성,4,KIA,5,9,O
2020-06-19,한화,1,NC,3,4,E
2020-06-20,한화,4,NC,3,7,O
2020-06-20,삼성,3,KIA,6,9,O
2020-06-20,롯데,8,KT,0,8,E
2020-06-20,SK,3,키움,9,12,E
2020-06-20,두산,8,LG,2,10,E
2020-06-21,두산,3,LG,1,4,E
2020-06-21,SK,2,키움,7,9,O
2020-06-21,롯데,2,KT,3,5,O
2020-06-21,삼성,12,KIA,5,17,O
2020-06-21,한화,7,NC,9,16,E
2020-06-23,KIA,3,롯데,4,7,O
2020-06-23,한화,4,삼성,11,15,O
2020-06-23,NC,4,KT,3,7,O
2020-06-23,두산,9,SK,2,11,O
2020-06-23,키움,8,LG,3,11,O
2020-06-24,한화,2,삼성,3,5,O
2020-06-25,키움,5,LG,2,7,O
2020-06-25,NC,3,KT,1,4,E
2020-06-25,두산,14,SK,6,20,E
2020-06-25,한화,9,삼성,2,11,O
2020-06-25,NC,6,KT,19,25,O
2020-06-25,두산,0,SK,7,7,O
2020-06-25,키움,8,LG,5,13,O
2020-06-26,삼성,6,롯데,4,10,E
2020-06-26,KT,4,한화,7,11,O
2020-06-26,LG,0,SK,7,7,O
2020-06-26,KIA,8,키움,6,14,E
2020-06-26,NC,9,두산,3,12,E
2020-06-27,NC,3,두산,12,15,O
2020-06-27,KIA,0,키움,2,2,E
2020-06-27,LG,3,SK,0,3,O
2020-06-27,KT,7,한화,2,9,O
2020-06-27,삼성,6,롯데,1,7,O
2020-06-28,삼성,3,롯데,7,10,E
2020-06-28,KT,8,한화,4,12,E
2020-06-28,LG,4,SK,0,4,E
2020-06-28,KIA,0,키움,1,1,O
2020-06-28,NC,5,두산,0,5,O
2020-06-30,KT,3,LG,4,7,O
2020-06-30,두산,2,키움,11,13,O
2020-06-30,SK,1,삼성,4,5,O
2020-06-30,롯데,10,NC,8,18,E
2020-07-01,KT,11,LG,5,16,E
2020-07-01,두산,14,키움,5,19,O
2020-07-01,SK,1,삼성,7,8,E
2020-07-01,한화,3,KIA,4,7,O
2020-07-01,롯데,2,NC,6,8,E
2020-07-02,롯데,7,NC,9,16,E
2020-07-02,한화,1,KIA,7,8,E
2020-07-02,SK,2,삼성,6,8,E
2020-07-02,두산,7,키움,10,17,O
2020-07-02,KT,4,LG,3,7,O
2020-07-03,한화,1,두산,2,3,O
2020-07-03,키움,2,KT,3,5,O
2020-07-03,LG,7,삼성,9,16,E
2020-07-03,SK,7,롯데,4,11,O
2020-07-03,KIA,8,NC,2,10,E
2020-07-04,KIA,2,NC,9,11,O
2020-07-04,SK,4,롯데,10,14,E
2020-07-04,LG,6,삼성,7,13,O
2020-07-04,키움,10,KT,6,16,E
2020-07-04,한화,6,두산,2,8,E
2020-07-05,한화,4,두산,7,11,O
2020-07-05,키움,5,KT,10,15,O
2020-07-05,LG,7,삼성,3,10,E
2020-07-05,SK,6,롯데,3,9,O
2020-07-05,KIA,6,NC,7,13,O
2020-07-07,KT,8,KIA,2,10,E
2020-07-07,롯데,6,한화,7,13,O
2020-07-07,NC,5,SK,4,9,O
2020-07-07,삼성,13,키움,2,15,O
2020-07-07,LG,6,두산,9,15,O
2020-07-08,LG,8,두산,5,13,O
2020-07-08,삼성,6,키움,7,13,O
2020-07-08,NC,2,SK,3,5,O
2020-07-08,롯데,6,한화,2,8,E
2020-07-08,KT,7,KIA,4,11,O
2020-07-09,KT,4,KIA,10,14,E
2020-07-09,롯데,5,한화,3,8,E
2020-07-09,NC,8,SK,2,10,E
2020-07-09,삼성,2,키움,4,6,E
2020-07-09,LG,0,두산,6,6,E
2020-07-10,NC,12,LG,2,14,E
2020-07-10,삼성,3,KT,8,11,O
2020-07-10,SK,5,한화,6,11,O
2020-07-10,키움,8,KIA,9,17,O
2020-07-10,두산,10,롯데,5,15,O
2020-07-11,두산,4,롯데,5,9,O
2020-07-11,키움,3,KIA,8,11,O
2020-07-11,SK,5,한화,3,8,E
2020-07-11,삼성,7,KT,10,17,O
2020-07-11,NC,6,LG,6,12,E
2020-07-14,SK,12,두산,7,19,O
2020-07-14,NC,1,키움,5,6,E
2020-07-14,한화,2,KT,7,9,O
2020-07-14,KIA,0,삼성,5,5,O
2020-07-14,LG,0,롯데,5,5,O
2020-07-15,LG,9,롯데,3,12,E
2020-07-15,KIA,5,삼성,2,7,O
2020-07-15,한화,7,KT,3,10,E
2020-07-15,NC,4,키움,7,11,O
2020-07-15,SK,2,두산,7,9,O
2020-07-16,LG,10,롯데,15,25,O
2020-07-16,KIA,7,삼성,8,15,O
2020-07-16,한화,1,KT,4,5,O
2020-07-16,NC,9,키움,1,10,E
2020-07-16,SK,2,두산,4,6,E
2020-07-17,한화,0,LG,8,8,E
2020-07-17,키움,9,SK,12,21,O
2020-07-17,롯데,10,삼성,15,25,O
2020-07-17,두산,2,KIA,4,6,E
2020-07-17,KT,3,NC,3,6,E
2020-07-18,KT,1,NC,6,7,O
2020-07-18,두산,6,KIA,0,6,E
2020-07-18,롯데,2,삼성,5,7,O
2020-07-18,키움,4,SK,1,5,O
2020-07-18,한화,1,LG,3,4,E
2020-07-19,한화,2,LG,6,8,E
2020-07-19,키움,3,SK,4,7,O
2020-07-19,롯데,2,삼성,1,3,O
2020-07-19,두산,8,KIA,4,12,E
2020-07-19,KT,2,NC,8,10,E
2020-07-21,삼성,5,NC,6,11,O
2020-07-21,KIA,10,한화,2,12,E
2020-07-21,LG,9,KT,10,19,O
2020-07-21,롯데,7,SK,8,15,O
2020-07-21,키움,1,두산,6,7,O
2020-07-22,KIA,2,한화,1,3,O
2020-07-24,SK,7,한화,4,11,O
2020-07-24,NC,3,KT,2,5,O
2020-07-24,롯데,4,키움,2,6,E
2020-07-24,LG,8,두산,1,9,O
2020-07-25,LG,3,두산,7,10,E
2020-07-25,롯데,6,키움,3,9,O
2020-07-25,NC,2,KT,6,8,E
2020-07-25,삼성,2,KIA,8,10,E
2020-07-26,삼성,5,KIA,8,13,O
2020-07-26,SK,7,한화,4,11,O
2020-07-26,NC,4,KT,5,9,O
2020-07-26,롯데,1,키움,8,9,O
2020-07-26,LG,4,두산,3,7,O
2020-07-28,NC,9,롯데,11,20,E
2020-07-28,LG,24,SK,7,31,O
2020-07-28,키움,6,두산,2,8,E
2020-07-29,LG,11,SK,6,17,O
2020-07-29,한화,12,삼성,7,19,O
2020-07-30,KT,4,KIA,1,5,O
2020-07-30,한화,1,삼성,2,3,O
2020-07-30,LG,9,SK,1,10,E
2020-07-30,키움,8,두산,5,13,O
2020-07-31,한화,2,LG,1,3,O
2020-07-31,SK,1,KT,11,12,E
2020-07-31,키움,10,삼성,3,13,O
2020-07-31,KIA,3,롯데,2,5,O
2020-07-31,두산,7,NC,10,17,O
2020-08-01,한화,6,LG,9,15,O
2020-08-01,SK,0,KT,11,11,O
2020-08-01,키움,22,삼성,7,29,O
2020-08-01,KIA,3,롯데,7,10,E
2020-08-01,두산,12,NC,10,22,E
2020-08-02,두산,7,NC,4,11,O
2020-08-02,KIA,0,롯데,8,8,E
2020-08-02,키움,4,삼성,2,6,E
2020-08-04,LG,15,KIA,5,20,E
2020-08-04,롯데,8,SK,0,8,E
2020-08-04,KT,4,키움,2,6,E
2020-08-04,삼성,6,두산,3,9,O
2020-08-05,LG,6,KIA,4,10,E
2020-08-05,NC,5,한화,8,13,O
2020-08-05,KT,3,키움,12,15,O
2020-08-05,삼성,2,두산,2,4,E
2020-08-06,삼성,2,두산,5,7,O
2020-08-06,KT,2,키움,3,5,O
2020-08-06,롯데,8,SK,2,10,E
2020-08-06,NC,4,한화,1,5,O
2020-08-06,LG,1,KIA,13,14,E
2020-08-07,삼성,2,SK,0,2,E
2020-08-07,LG,5,키움,2,7,O
2020-08-07,롯데,8,두산,4,12,E
2020-08-08,NC,2,KIA,3,5,O
2020-08-08,삼성,2,SK,4,6,E
2020-08-08,LG,1,키움,5,6,E
2020-08-08,롯데,1,두산,1,2,E
2020-08-09,LG,1,키움,2,3,O
2020-08-09,KT,6,한화,3,9,O
2020-08-09,NC,8,KIA,1,9,O
2020-08-11,KIA,8,LG,4,12,E
2020-08-11,한화,7,키움,5,12,E
2020-08-11,SK,1,KT,6,7,O
2020-08-11,두산,6,삼성,1,7,O
2020-08-12,NC,4,롯데,8,12,E
2020-08-12,두산,15,삼성,8,23,O
2020-08-12,SK,11,KT,2,13,O
2020-08-12,한화,2,키움,3,5,O
2020-08-12,KIA,0,LG,8,8,E
2020-08-13,KIA,2,LG,4,6,E
2020-08-13,한화,3,키움,6,9,O
2020-08-13,SK,10,KT,6,16,E
2020-08-13,두산,2,삼성,3,5,O
2020-08-13,NC,9,롯데,2,11,O
2020-08-14,LG,10,NC,4,14,E
2020-08-14,키움,1,롯데,5,6,E
2020-08-14,SK,6,KIA,7,13,O
2020-08-14,삼성,10,한화,1,11,O
2020-08-14,KT,5,두산,3,8,E
2020-08-15,LG,13,NC,4,17,O
2020-08-15,키움,3,롯데,1,4,E
2020-08-15,SK,3,KIA,10,13,O
2020-08-15,삼성,2,한화,0,2,E
2020-08-15,KT,5,두산,7,12,E
2020-08-16,KT,4,두산,1,5,O
2020-08-16,삼성,2,한화,3,5,O
2020-08-16,SK,5,KIA,8,13,O
2020-08-16,키움,6,롯데,3,9,O
2020-08-16,LG,6,NC,5,11,O
2020-08-18,키움,1,NC,5,6,E
2020-08-18,두산,9,롯데,2,11,O
2020-08-18,KT,6,삼성,3,9,O
2020-08-18,한화,3,SK,9,12,E
2020-08-18,KIA,5,LG,6,11,O
2020-08-19,키움,6,NC,4,10,E
2020-08-19,KIA,1,LG,10,11,O
2020-08-19,한화,6,SK,26,32,E
2020-08-19,KT,6,삼성,4,10,E
2020-08-19,두산,3,롯데,7,10,E
2020-08-20,NC,14,KIA,2,16,E
2020-08-20,KT,3,한화,0,3,O
2020-08-20,삼성,8,SK,3,11,O
2020-08-20,LG,5,키움,6,11,O
2020-08-20,롯데,6,두산,5,11,O
2020-08-21,롯데,0,두산,1,1,O
2020-08-21,LG,7,키움,3,10,E
2020-08-21,삼성,6,SK,8,14,E
2020-08-21,KT,1,한화,5,6,E
2020-08-21,NC,10,KIA,4,14,E
2020-08-22,롯데,5,삼성,3,8,E
2020-08-22,두산,8,SK,1,9,O
2020-08-22,KIA,3,키움,4,7,O
2020-08-23,롯데,11,삼성,0,11,O
2020-08-23,NC,1,KT,10,11,O
2020-08-23,두산,8,SK,1,9,O
2020-08-23,KIA,8,키움,7,15,O
2020-08-23,한화,4,LG,3,7,O
2020-08-25,한화,3,NC,11,14,E
2020-08-25,SK,10,롯데,8,18,E
2020-08-25,LG,3,삼성,4,7,O
2020-08-25,키움,4,KT,1,5,O
2020-08-25,KIA,8,두산,10,18,E
2020-08-26,KIA,7,두산,5,12,E
2020-08-26,키움,5,KT,6,11,O
2020-08-26,LG,8,삼성,5,13,O
2020-08-26,SK,1,롯데,3,4,E
2020-08-26,한화,5,NC,9,14,E
2020-08-27,두산,2,NC,8,10,E
2020-08-27,키움,11,롯데,6,17,O
2020-08-27,삼성,0,한화,7,7,O
2020-08-27,KIA,4,SK,10,14,E
2020-08-27,KT,0,LG,2,2,E
2020-08-28,KT,5,LG,6,11,O
2020-08-28,KIA,11,SK,8,19,O
2020-08-28,키움,8,롯데,4,12,E
2020-08-28,두산,11,NC,4,15,O
2020-08-29,SK,5,NC,9,14,E
2020-08-29,한화,7,롯데,9,16,E
2020-08-29,삼성,5,키움,4,9,O
2020-08-29,두산,5,LG,5,10,E
2020-08-30,KT,8,KIA,5,13,O
2020-08-30,두산,1,LG,4,5,O
2020-08-30,삼성,2,키움,3,5,O
2020-08-30,KT,5,KIA,7,12,E
2020-08-30,한화,2,롯데,6,8,E
2020-08-30,SK,4,NC,7,11,O
2020-09-01,한화,0,두산,4,4,E
2020-09-01,NC,5,키움,2,7,O
2020-09-01,LG,13,SK,5,18,E
2020-09-01,롯데,2,KT,11,13,O
2020-09-01,삼성,0,KIA,6,6,E
2020-09-02,NC,4,키움,6,10,E
2020-09-03,NC,5,LG,6,11,O
2020-09-03,SK,2,KT,6,8,E
2020-09-03,키움,6,한화,5,11,O
2020-09-03,두산,10,삼성,11,21,O
2020-09-03,KIA,4,롯데,3,7,O
2020-09-04,KIA,6,롯데,3,9,O
2020-09-04,SK,2,KT,10,12,E
2020-09-04,NC,5,LG,3,8,E
2020-09-04,SK,5,KT,7,12,E
2020-09-04,키움,1,한화,7,8,E
2020-09-04,두산,5,삼성,12,17,O
2020-09-04,KIA,7,롯데,9,16,E
2020-09-05,KIA,5,한화,4,9,O
2020-09-05,KT,8,키움,1,9,O
2020-09-05,SK,1,두산,5,6,E
2020-09-06,SK,0,두산,10,10,E
2020-09-06,KT,8,키움,7,15,O
2020-09-06,KIA,8,한화,4,12,E
2020-09-06,LG,7,롯데,1,8,E
2020-09-06,NC,3,삼성,5,8,E
2020-09-08,KT,0,두산,8,8,E
2020-09-08,키움,16,SK,15,31,O
2020-09-08,한화,4,삼성,2,6,E
2020-09-08,LG,2,KIA,3,5,O
2020-09-08,롯데,2,NC,14,16,E
2020-09-09,한화,4,삼성,4,8,E
2020-09-09,롯데,7,NC,5,12,E
2020-09-09,한화,7,삼성,0,7,O
2020-09-09,키움,13,SK,4,17,O
2020-09-09,KT,4,두산,2,6,E
2020-09-10,키움,1,LG,6,7,O
2020-09-10,SK,5,한화,1,6,E
2020-09-10,두산,5,KIA,4,9,O
2020-09-10,삼성,8,롯데,13,21,O
2020-09-10,KT,8,NC,13,21,O
2020-09-11,KT,1,NC,9,10,E
2020-09-11,삼성,4,롯데,12,16,E
2020-09-11,SK,4,한화,3,7,O
2020-09-11,키움,8,LG,2,10,E
2020-09-12,삼성,5,LG,1,6,E
2020-09-12,두산,0,키움,2,2,E
2020-09-12,롯데,1,SK,2,3,O
2020-09-12,한화,2,KT,5,7,O
2020-09-12,KIA,11,NC,3,14,E
2020-09-13,KIA,4,NC,3,7,O
2020-09-13,한화,4,KT,5,9,O
2020-09-13,롯데,1,SK,3,4,E
2020-09-13,두산,6,키움,6,12,E
2020-09-13,삼성,11,LG,0,11,O
2020-09-15,SK,16,KIA,1,17,O
2020-09-15,LG,5,한화,6,11,O
2020-09-15,삼성,7,KT,0,7,O
2020-09-15,롯데,8,키움,5,13,O
2020-09-15,NC,3,두산,7,10,E
2020-09-16,NC,5,두산,3,8,E
2020-09-16,롯데,8,키움,2,10,E
2020-09-16,삼성,6,KT,11,17,O
2020-09-16,LG,11,한화,5,16,E
2020-09-16,SK,7,KIA,6,13,O
2020-09-17,KIA,12,삼성,2,14,E
2020-09-17,두산,0,KT,3,3,O
2020-09-17,NC,3,SK,0,3,O
2020-09-17,한화,2,키움,5,7,O
2020-09-17,롯데,1,LG,9,10,E
2020-09-18,롯데,5,LG,3,8,E
2020-09-18,한화,2,키움,0,2,E
2020-09-18,NC,9,SK,5,14,E
2020-09-18,두산,4,KT,5,9,O
2020-09-18,KIA,13,삼성,5,18,E
2020-09-19,NC,1,롯데,5,6,E
2020-09-19,한화,0,KIA,8,8,E
2020-09-19,키움,8,삼성,7,15,O
2020-09-19,KT,5,SK,0,5,O
2020-09-19,LG,9,두산,6,15,O
2020-09-20,LG,5,두산,6,11,O
2020-09-20,KT,10,SK,2,12,E
2020-09-20,키움,6,삼성,14,20,E
2020-09-20,한화,11,KIA,3,14,E
2020-09-20,NC,7,롯데,2,9,O
2020-09-20,NC,6,롯데,2,8,E
2020-09-22,SK,2,LG,7,9,O
2020-09-22,두산,1,한화,5,6,E
2020-09-22,키움,2,KIA,0,2,E
2020-09-22,KT,0,롯데,8,8,E
2020-09-22,삼성,2,NC,3,5,O
2020-09-23,삼성,7,NC,8,15,O
2020-09-23,KT,10,롯데,5,15,O
2020-09-23,키움,13,KIA,1,14,E
2020-09-23,두산,5,한화,6,11,O
2020-09-23,SK,2,LG,6,8,E
2020-09-24,삼성,0,두산,1,1,O
2020-09-24,SK,1,키움,6,7,O
2020-09-24,KIA,5,KT,3,8,E
2020-09-24,롯데,4,한화,7,11,O
2020-09-24,LG,8,NC,12,20,E
2020-09-25,LG,1,NC,7,8,E
2020-09-25,롯데,5,한화,6,11,O
2020-09-25,KIA,3,KT,7,10,E
2020-09-25,SK,8,키움,6,14,E
2020-09-25,삼성,4,두산,3,7,O
2020-09-26,롯데,16,KIA,3,19,O
2020-09-26,SK,2,삼성,8,10,E
2020-09-26,NC,13,한화,1,14,E
2020-09-26,LG,3,KT,1,4,E
2020-09-26,키움,0,두산,4,4,E
2020-09-27,키움,7,두산,3,10,E
2020-09-27,롯데,1,KIA,2,3,O
2020-09-27,SK,12,삼성,1,13,O
2020-09-27,NC,5,한화,4,9,O
2020-09-27,LG,4,KT,5,9,O
2020-09-27,키움,1,두산,6,7,O
2020-09-29,SK,0,NC,3,3,O
2020-09-29,KT,4,삼성,1,5,O
2020-09-29,두산,7,한화,3,10,E
2020-09-29,KIA,10,키움,6,16,E
2020-09-29,롯데,8,LG,5,13,O
2020-09-30,롯데,3,LG,5,8,E
2020-09-30,KIA,3,키움,2,5,O
2020-09-30,두산,0,한화,10,10,E
2020-09-30,KT,5,삼성,3,8,E
2020-09-30,SK,3,NC,12,15,O
2020-10-01,롯데,3,LG,2,5,O
2020-10-01,KIA,3,키움,1,4,E
2020-10-01,두산,4,한화,12,16,E
2020-10-01,KT,6,삼성,7,13,O
2020-10-01,SK,2,NC,10,12,E
2020-10-02,삼성,8,NC,2,10,E
2020-10-02,한화,1,롯데,4,5,O
2020-10-02,LG,2,KT,5,7,O
2020-10-02,키움,12,SK,5,17,O
2020-10-02,KIA,3,두산,14,17,O
2020-10-03,KIA,2,두산,7,9,O
2020-10-03,키움,3,SK,9,12,E
2020-10-03,LG,7,KT,2,9,O
2020-10-03,한화,0,롯데,10,10,E
2020-10-03,삼성,6,NC,6,12,E
2020-10-03,LG,2,KT,12,14,E
2020-10-03,삼성,2,NC,12,14,E
2020-10-04,KIA,1,두산,7,8,E
2020-10-04,키움,0,SK,6,6,E
2020-10-04,LG,13,KT,8,21,O
2020-10-04,한화,5,롯데,14,19,O
2020-10-04,삼성,1,NC,4,5,O
2020-10-06,KT,9,롯데,10,19,O
2020-10-06,한화,3,KIA,2,5,O
2020-10-06,두산,9,SK,4,13,O
2020-10-06,NC,1,키움,2,3,O
2020-10-06,삼성,3,LG,2,5,O
2020-10-07,한화,4,KIA,6,10,E
2020-10-07,KT,9,롯데,6,15,O
2020-10-07,한화,5,KIA,0,5,O
2020-10-07,두산,4,SK,5,9,O
2020-10-07,NC,4,키움,3,7,O
2020-10-07,삼성,1,LG,3,4,E
2020-10-08,삼성,0,LG,1,1,O
2020-10-08,NC,7,키움,10,17,O
2020-10-08,두산,10,SK,0,10,E
2020-10-08,한화,13,KIA,6,19,O
2020-10-08,KT,6,롯데,5,11,O
2020-10-09,SK,3,KIA,5,8,E
2020-10-09,롯데,3,삼성,7,10,E
2020-10-09,키움,6,한화,7,13,O
2020-10-09,두산,4,KT,0,4,E
2020-10-09,NC,0,LG,4,4,E
2020-10-10,NC,0,LG,5,5,O
2020-10-10,SK,2,KIA,1,3,O
2020-10-10,롯데,1,삼성,0,1,O
2020-10-10,키움,3,한화,0,3,O
2020-10-10,두산,13,KT,8,21,O
2020-10-10,NC,5,LG,9,14,E
2020-10-11,NC,3,LG,7,10,E
2020-10-11,두산,4,KT,5,9,O
2020-10-11,키움,3,한화,9,12,E
2020-10-11,롯데,4,삼성,8,12,E
2020-10-11,SK,9,KIA,5,14,E
2020-10-13,KIA,11,NC,9,20,E
2020-10-13,LG,2,롯데,17,19,O
2020-10-13,SK,7,삼성,3,10,E
2020-10-13,키움,3,KT,7,10,E
2020-10-13,한화,0,두산,5,5,O
2020-10-14,KIA,3,NC,8,11,O
2020-10-14,LG,0,롯데,3,3,O
2020-10-14,SK,1,삼성,2,3,O
2020-10-14,키움,5,KT,3,8,E
2020-10-14,한화,1,두산,2,3,O
2020-10-15,한화,3,두산,16,19,O
2020-10-15,키움,4,KT,0,4,E
2020-10-15,SK,10,삼성,3,13,O
2020-10-15,LG,6,롯데,2,8,E
2020-10-15,KIA,12,NC,11,23,O
2020-10-16,롯데,5,NC,6,11,O
2020-10-16,삼성,6,한화,2,8,E
2020-10-16,KT,1,SK,7,8,E
2020-10-16,두산,4,키움,7,11,O
2020-10-16,KIA,0,LG,9,9,O
2020-10-17,삼성,4,한화,4,8,E
2020-10-17,롯데,3,NC,4,7,O
2020-10-17,삼성,4,한화,2,6,E
2020-10-17,KT,6,SK,4,10,E
2020-10-17,두산,3,키움,5,8,E
2020-10-17,KIA,8,LG,11,19,O
2020-10-18,롯데,9,NC,2,11,O
2020-10-18,삼성,5,한화,4,9,O
2020-10-18,KT,7,SK,5,12,E
2020-10-18,두산,8,키움,2,10,E
2020-10-18,KIA,4,LG,0,4,E
2020-10-20,삼성,12,SK,2,14,E
2020-10-20,LG,7,KT,6,13,O
2020-10-20,NC,13,KIA,3,16,E
2020-10-20,두산,6,롯데,1,7,O
2020-10-21,삼성,1,KT,2,3,O
2020-10-21,롯데,3,SK,11,14,E
2020-10-22,KT,17,두산,5,22,E
2020-10-22,롯데,8,SK,9,17,O
2020-10-22,KIA,10,한화,4,14,E
2020-10-23,롯데,3,SK,0,3,O
2020-10-23,키움,6,두산,2,8,E
2020-10-23,LG,8,KIA,4,12,E
2020-10-23,NC,6,한화,11,17,O
2020-10-24,롯데,1,두산,2,3,O
2020-10-24,삼성,11,KIA,7,18,E
2020-10-24,LG,3,NC,3,6,E
2020-10-25,롯데,5,KT,10,15,O
2020-10-25,삼성,1,KIA,10,11,O
2020-10-27,삼성,12,NC,2,14,E
2020-10-27,SK,0,롯데,1,1,O
2020-10-27,KT,7,KIA,6,13,O
2020-10-27,한화,0,두산,3,3,O
2020-10-28,한화,7,LG,6,13,O
2020-10-28,KT,3,KIA,4,7,O
2020-10-28,NC,7,롯데,1,8,E
2020-10-29,NC,11,롯데,4,15,O
2020-10-29,두산,9,KIA,2,11,O
2020-10-29,KT,12,한화,1,13,O
2020-10-30,키움,0,두산,2,2,E
2020-10-30,LG,2,SK,3,5,O
2020-10-30,KT,3,한화,4,7,O
2020-10-30,NC,4,삼성,4,8,E
2020-10-30,KIA,2,롯데,13,15,O
2020-10-31,NC,3,KIA,4,7,O
2020-11-04,LG,0,두산,4,4,E
2020-11-05,두산,9,LG,7,16,E
2020-11-10,두산,4,KT,1,5,O
2020-11-12,KT,5,두산,2,7,O
2020-11-13,KT,0,두산,2,2,E
2020-11-17,두산,3,NC,5,8,E
2020-11-18,두산,5,NC,4,9,O
2020-11-20,NC,6,두산,7,13,O
2020-11-21,NC,3,두산,0,3,O
2020-11-24,두산,2,NC,4,6,E
2021-04-03,삼성,1,키움,6,7,O
2021-04-04,LG,2,NC,1,3,O
2021-04-04,한화,2,KT,3,5,O
2021-04-04,롯데,3,SSG,5,8,E
2021-04-04,삼성,4,키움,7,11,O
2021-04-04,KIA,1,두산,4,5,O
2021-04-06,삼성,3,두산,6,9,O
2021-04-06,KIA,5,키움,4,9,O
2021-04-06,한화,1,SSG,2,3,O
